"BUSCO_ID","Cluster","Description","Atru","Bbom","Dpic","Hboe","Xbor","Xlae","Xtro","Sbom","Lail","Llei","Pcul","Gcar","Pads","Lsyl","Rimi","Rkuk","Rmus","Rtem","Mfle","Pcor","Ecoq","Epus","Lfus","Bbuf","Bgar","Bvir","Debr","Hsar","Ptri"
"123289at32523","4515, 5194, 5264","Caspase recruitment domain family member 9","L","J","J+K+M","J+K+M","J+K","J+K, J+K","J+K","J","L, J","L, J","J","E+H+J","L, J","J","H+J+M","J","J","J","J","J","J","L","J","J","J","J","J","J","J"
"123480at32523","2193","splicing factor 3A subunit 3","B+I","B","B","B","B","B, B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B+F","B","B","B","B","B","B","B","B"
"12350at32523","3774","cilia- and flagella-associated protein 44","scaf","B","B","scaf","scaf","B","B","B","B","B","B","B","B","B","B","scaf","B","B","B","B","B+H","scaf","B","B","B","B","B","B","B"
"123639at32523","648","tyrosine-protein kinase RYK","F","F","F","F","F, F","F","F","F","F","F","F","F","F","F","F","F","F, G","F","F","F","B+F","F","F","F","F","F","F","F","F"
"123644at32523","2924","protein FAM65C","M","D+J+K+L+M","M","missing","L+M","L+M, L+M","M","M","M","M","A+M","M","A+M","M","H+J+M","M","M","M","missing","H+M","M","I+M","I+M","H+M","H+M","H+M","M","M","M"
"123648at32523","4415","WD repeat, sterile alpha motif and U-box domain containing 1","missing","D+J+K+L+M","L","L","L+M","L+M","L","L","L","L","L","L","L","missing","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L"
"12370at32523","2009","protein MON2 homolog isoform X1","C","C","C","C","C, C","C, C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C+I","C+I","C+I","C","C","C"
"123728at32523","2593","exonuclease 3'-5' domain-containing protein 2","B+K","D+J+K+L+M","J+K+M","J+K+M","J+K, J+K","J+K, J+K","J+K","K","K","K","K","K","K","K","A+K","missing","K","K","K","K","I+K","missing","D+K","K","K","K","K","K","K"
"123751at32523","1150","protein FAM188A","G","G","G","G","G","G, G","G","G","G, E","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G"
"123811at32523","1155","metalloreductase STEAP2","G","G","G","G","G, G","G, G","G","G","G","G","G","G","missing","G","G","G","G","G","G","G","missing","G","missing","G","G","G","G","G","G"
"123902at32523","5156","Muscarinic acetylcholine receptor","scaf","F","F","F","F","F","F","F","F","F","F","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing"
"123907at32523","816","ATP-dependent RNA helicase DDX55","A","A","A","A","A","A","A","A","A","A","A+M","A","A+M","A","A+K","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"123919at32523","4847, 5131","thioredoxin domain-containing protein 3","G","D+J+K+L+M","G, L","L","L+M","L+M","L","L","L","L","L","L","L","L","L","missing","L","L","L","G","L","L","L","L","scaf","L","L","L","L"
"123927at32523","4553","protein phosphatase 1 regulatory subunit 37","scaf","D+E","E","J+K+M","J+K","J+K, J+K","J+K","J","J","J","J","E+H+J","J","J","H+J+M","J","J","J","J","J","J","J","J","J","J","J","J","J","J"
"123938at32523","5153","microtubule-associated protein 10 ","scaf","F","F","F","missing","missing","missing","F","F","F","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing"
"124004at32523","452","NPR3 like, GATOR1 complex subunit","L","L","L","scaf","L+M","L+M","L","L","L","L","L","L","L","L","L","L","L","L","L","missing","L","L","L","L","L","L","L","L","L"
"124036at32523","29","hydroxymethylglutaryl-CoA synthase, cytoplasmic","A","A","A","A","A","A, A","A","A","A","A","A+M","A","A+M","A","A+K","A","A","A","A","A","A","F","A","A","A","A, A","A","A","A"
"124056at32523","2045","sodium-coupled neutral amino acid transporter 4","C","C","C","C","C, C","C, C","C","C","C","C","C","C","C","C","missing","C","C","C","C","missing","missing","C","missing","C+I","C+I","C+I","missing","missing","C"
"1240at32523","2770","transformation/transcription domain-associated protein","L","L","L","L","L+M, L+M","L+M, L+M","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","C+I","L","L","L","L"
"124180at32523","3609","Mitogen-activated protein kinase-activated protein kinase 5","missing","A","missing","A","A, A","A, A","A","A","A","A","A+M","A","A+M","A","A+K","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"124185at32523","780","sulfide:quinone oxidoreductase, mitochondrial","C","C","C","C","C, C","C, C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C+I","C+I","C+I","C","C","C"
"124255at32523","454","Glutamyl-tRNA synthetase 2, mitochondrial","L","L","L","L","L+M","L+M, L+M","L","L","L","L","L","L","L","missing","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L"
"124263at32523","1217","glucocorticoid modulatory element-binding protein 2","M","D+J+K+L+M","scaf","J+K+M","L+M, L+M","L+M, L+M","M","M","M","M","A+M","M","A+M","M","H+J+M","M","M","M","H+M","H+M","M","I+M","I+M","H+M","H+M","H+M","M","M","M"
"124289at32523","3453","apoptosis inhibitor 5 isoform X1","missing","D+E","D","D+E","missing","D+E","D+E","D","D","D","scaf, D","D","D","D","D","D+K","D","D, D","D","A, D","D","scaf","D+K","D","D","D","D+E","D+E","D+E"
"124297at32523","4095","cleft lip and palate transmembrane protein 1-like protein","missing","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G"
"124314at32523","699","NCK-interacting protein with SH3 domain","E","D+E","E+I","D+E","D+E, D+E","D+E, D+E","D+E","E","E","E","F, E","E+H+J","E","E","E","E","E","E","E","E","E+F","E","E","E","C+I","E","D+E","D+E","D+E"
"124451at32523","3087","DNA polymerase lambda","A+H","H","H","H+I","H+I","H+I","H+I","H","H","H","H","E+H+J","H","H","H+J+M","H","H","H","H+M","H+M","B+H","H","H","H+M","A","H+M","E+H","E+H","E+H"
"124465at32523","2619","Transmembrane protein 62","B+K","D+J+K+L+M","J+K+M","J+K+M","J+K","J+K, J+K","J+K","K","K","K","K","K","K","K","A+K","D+K","K","K","K","K","I+K","D+K","D+K","K","K","K","K","K","K"
"124505at32523","3056","coiled-coil domain-containing protein 15","B+I","I","E+I","H+I","H+I","H+I","H+I","I","I","I","I","I","I","I","I","I","I","I","I","I","I+K","I+M","I+M","C+I","C+I","C+I","I","I","missing"
"124555at32523","1021","V-type proton ATPase subunit H","G","G","G","G","G, G","G, G","G","G","G","G","G","G","G","missing","G","G","scaf","G","G","G","G","G","G","G","G","G","G","G","G"
"124589at32523","1521","mitochondrial import receptor subunit TOM70","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B+F, B+H","B","B","B","missing","B","B","B","B"
"124648at32523","3839","glucocorticoid modulatory element-binding protein 1","missing","B","B","B","B, B","B, B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B+F","B","B","B","B","B","B","B","B"
"124651at32523","4494","TBC1 domain family member 24 isoform X1","L","L","L","L","L+M","L+M","L","L","missing","L","missing","L","L","missing","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L"
"124683at32523","1111","POU domain, class 6, transcription factor 2","G","G","G","G","G","G","G","G","G","G","G","G","G","missing","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G"
"124770at32523","4347, 5231","N-sulfoglucosamine sulfohydrolase","scaf","D+J+K+L+M","J+K+M","J+K+M","L+M","L+M","M","M","M","M","A+M","M","A+M","M","H+J+M","M","M","M","H+M","H+M","M","I+M","I+M","H+M","H+M","H+M","F","F","F"
"12479at32523","5144","secretory phospholipase A2 receptor","missing","D+J+K+L+M","L","L","L+M","L+M","L","missing","missing","missing","missing","missing","L","L","missing","L","L","L","L","L","missing","missing","missing","missing","missing","missing","missing","missing","missing"
"1247at32523","2079","reelin","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C+I","C+I","C+I","C","C","C"
"124887at32523","3824","transcriptional adapter 2-alpha","B","B","B","B","B, B","B","B","B","B","B","B","B, scaf","B","B","B","B","B","B","B","B","B+F","B","B","B","B","B","B","B","B"
"124988at32523","3499, 4056","cytochrome P450 1B1","scaf","D+J+K+L+M, F","F, J+K+M","F, J+K+M","F, F, J+K","F, F, J+K","F, J+K","F, K","F","F, K","F","F, K","K","F, K","A+K, F","D+K","K","F, K","F, K","F, K","E+F, I+K","D+K, scaf, scaf","F, D+K","F, K","F, G","F, K","K, F","F, K","K, F"
"125055at32523","3096, 5276","asparagine synthetase domain-containing protein 1","K+L","D+J+K+L+M","L","G","L+M","L+M","L","L","M","M","A+M","L","L","L, L","L","L","L","L","L","J","L","scaf","L","L","L","scaf","L","L","B"
"125111at32523","1896, 5012","UDP-GalNAc:beta-1, 3-N-acetylgalactosaminyltransferase 2","F","F","F","F","F","F","F","F","F","F","F","A","A+M","A","A+K, A+K","A","A","A","A","A","A","scaf","missing","A","A","F","A","A","A"
"125206at32523","2824","telomere repeats-binding bouquet formation protein 1","D","D+J+K+L+M","D","D+E","D+E","D+E","D+E","D","D","D","D","D","D","D","D","missing","D","D","D","D","D","D+K","D+K","D","D","D","D+E","D+E","D+E"
"125210at32523","1279","Nucleoporin 88","B","B","B","B","B","B, B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B+F","B","B","B","B","B","B","B","B"
"125224at32523","372","delta(24)-sterol reductase","E","E","E","L","D+E, D+E","D+E, D+E","D+E","E","E","E","E","E+H+J","missing","E","E","E","E","E","E","E","E+F","E","E","E","E","E","E+H","E+H","E+H"
"125310at32523","5027","VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog","missing","D+J+K+L+M","J+K+M","J+K+M","J+K","J+K","J+K","K","K","K","K","K","K","K","A+K","D+K","K","K","missing","K","I+K","D+K","D+K","missing","missing","K","K","missing","K"
"125351at32523","4122","cytoplasmic dynein 1 light intermediate chain 1","scaf","G","G","G","G","G, G","G","G","missing","missing","G","G","G","G","G","missing","missing","G","G","G","G","G","G","G","G","G","G","G","G"
"125390at32523","2364","sphingosine-1-phosphate lyase 1","A+H","H","H","H+I","H+I","H+I","H+I","H","H","H","H","E+H+J","H","H","H+J+M","H","H","H","H+M","H+M","B+H","H","H","H+M, H+M","L, L","H+M","E+H","E+H","E+H"
"125671at32523","348","MutY DNA glycosylase","E","E","E","D+E","D+E","D+E","D+E","E","E","E","E","E+H+J","E","E","E","scaf","E","missing","E","E","E+F","E","E","E","E","scaf","E+H","E+H","E+H"
"125685at32523","833","Serpin family D member 1","A","A","A","A","A, A","A, A","A","A","A","A","A+M","A","A+M","A","A+K","A","A","A","A","A","missing","A","A","A","A","A","A","A","A"
"125701at32523","5510","myotilin isoform X1","missing","C","missing","missing","missing","C","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing"
"125782at32523","4232","G patch domain-containing protein 8","missing","D+J+K+L+M","M","J+K+M","L+M, L+M","L+M, L+M","M","M","M","missing","A+M","M","A+M","M","H+J+M","M","M","M","H+M","H+M","M","C, scaf, scaf, scaf","I+M","H+M","H+M","H+M","M","M","M"
"125793at32523","1218","probable tubulin polyglutamylase TTLL9","M","D+J+K+L+M","scaf","J+K+M","L+M","L+M","M","M","M","M","A+M","M","A+M","M","H+J+M","M","M","M","H+M","H+M","M","I+M","I+M","H+M","H+M","H+M","M","M","M"
"125910at32523","2997","consortin","F","F","F","F","F","F","F","F","F","F","F","F","missing","F","F","F","F","F","F","F","E+F","F","F","F","F","F","F","F","F"
"126074at32523","381, 3515","Aldehyde dehydrogenase 9 family member A1","E","E","E","D+E","D+E","D+E","D+E","E","E","E","E","E+H+J","E","E","E","E","E","E","E","E","A, scaf","scaf","E","A","A","A","D+E","D+E","D+E"
"126133at32523","2273","mediator of RNA polymerase II transcription subunit 26","A+H","A","A","A","A, A","A, A","A","A","A","A","A+M","A","A+M","A","A+K","A","A","A","A","A","missing","A","A","A","A","A","A","A","A"
"126373at32523","347","Target of EGR1, exonuclease","E","E","E","D+E","D+E","D+E, D+E","D+E","E","E","E","E","E+H+J","E","E","E","scaf","E","scaf","E","E","E+F","scaf","E","E","E","E","E+H","E+H","E+H"
"126395at32523","2645","RTF1 homolog, Paf1/RNA polymerase II complex component","B+K","D+J+K+L+M","J+K+M","J+K+M","J+K, J+K","J+K, J+K","J+K","K","K","K","K","K","K","K","A+K","D+K","K","K","K","K","I+K","scaf","D+K","K","K","K","K","K","K"
"126407at32523","3772","F-box only protein 40","scaf","B","B","scaf","scaf","B","B","B","missing","B","B","B","B","B, B","B","B","B","B","B, B","B, B","B+H","scaf","B","B","B","scaf","B","scaf","B"
"126505at32523","3172","telomerase Cajal body protein 1","missing","C","C","scaf","C","C","C","C","C","C","missing","C","C","C","C","C","C","C","missing","C","C","missing","C","C+I","C+I","C+I","C","C","C"
"126597at32523","3981","AP-2 complex subunit mu","scaf","F","F","F","F, F","F, F","F","F","F","F","F","F","F","F","F","F","F, G","F","F","F","B+F","F","F","F","F","F","F","missing","F"
"126689at32523","2806, 5383","protein BANP isoform X1","D","missing","D","D+E","D+E, D+E","D+E, D+E","D+E","D","D","D","D","D","D","C","D","C, D+K","C","C, D","D","D","D","D+K","D+K","D","D","D","D+E","missing","missing"
"126721at32523","3106","tRNA (guanine(37)-N1)-methyltransferase","B+K","scaf","J+K+M","J+K+M","J+K","J+K","J+K","K","K","K","K","K","K","K","A+K","D+K","K","K","K","K","I+K","D+K","D+K","K","K","K","K","K","K"
"126901at32523","1911","transmembrane protein 181","F","F","F","F","F","F, F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","E+F","F","F","F","F","F","F","F","F"
"126941at32523","1790","nephrocystin-1 isoform X1","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","E+F","F","F","F","F","F","F","F","F"
"126946at32523","876","Leucine rich repeat and sterile alpha motif containing 1","J","J","J+K+M","J+K+M","J+K","J+K, J+K","J+K","J","missing","J","J","E+H+J","J","J","H+J+M","J","J","J","J","J","J","missing","J","J","J","J","J","J","J"
"126992at32523","862","F-box and WD repeat domain containing 2","J","J","J+K+M","J+K+M","scaf","J+K","J+K","J","J","J","J","E+H+J","scaffold, J","J","H+J+M","J","J","J","J","J","J","missing","J","J","scaf","J","J","scaf","J"
"127099at32523","332","metalloendopeptidase OMA1, mitochondrial","E","E","E","D+E","D+E, D+E","D+E","D+E","E","E","E","E","E+H+J","E","missing","E","E","E","E","E","E","E+F","missing","E","E","E","E","E+H","E+H","E+H"
"127100at32523","1578","membrane-bound transcription factor site-2 protease","B","B","B","B","B","B","B","B","B","scaf","B","B","B","B","B","B","B","B","B","B","B+H","B","B","B","B","B","B","B","B"
"127141at32523","4247","cell division control protein 6 homolog","missing","D+J+K+L+M","M","J+K+M","L+M, L+M","L+M, L+M","M","M","M","M","A+M","M","missing","M","H+J+M","M","M","M","H+M","H+M","M","I+M","I+M","H+M","H+M","H+M","M","M","M"
"127149at32523","1904","solute carrier family 2, facilitated glucose transporter member 12","F","F","F","F","F","F","F","F","missing","missing","F","F","F","F","F","F","F, G","F","F","F","B+F","F","F","F","F","F","F","F","F"
"127170at32523","722","coiled-coil domain-containing protein 174","E","D+E","E+I","D+E","D+E","D+E","D+E","E","missing","scaf","E","E+H+J","E","E","E","E","E","E","E","E","E+F","scaf","E","E","missing","E","D+E","D+E","D+E"
"127181at32523","58","DNA polymerase kappa","A","A","A","A","A","A","A","A","A","A","A+M","A","A+M","A","A+K","missing","A","A","A","A","A","A","A","A","A","A","A","A","A"
"127183at32523","5011","OTU domain","missing","missing","missing","missing","missing","missing","A","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","A","missing","missing","missing","missing","missing","A","missing","missing","missing","missing"
"127304at32523","4284","RUN domain-containing protein 1","scaf","D+J+K+L+M","M","J+K+M","L+M","L+M, L+M","M","M","M","M","A+M","M","A+M","M","H+J+M","M","M","M","H+M","H+M","M","I+M","I+M","H+M","H+M","H+M","M","M","M"
"127324at32523","235","Leucine rich repeat, Ig-like and transmembrane domains 3","A","A","A","A","A","A, A","A","A","A","missing","A+M","A","A+M","A","A+K","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"127447at32523","4851","HSPB1-associated protein 1","missing","D+J+K+L+M","L","L","L+M","L+M","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","scaf","L","L","missing","L","L","L","L"
"127505at32523","3140","ubiquitin carboxyl-terminal hydrolase 3 isoform X1","missing","C","C","C","C","C, C","C","C","A, C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C+I","C+I","C+I","C","C","C"
"127508at32523","2238","protein RCC2","B+I","I","E+I","missing","H+I","H+I","H+I","I","I","I","I","I","I","I","I","I","missing","missing","I","I","I+K","scaf","I+M","C+I","C+I","scaf","I","I","I"
"127696at32523","4119","N-glycanase 1","scaf","G","G","missing","G","G, G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G"
"127797at32523","3977","5-hydroxytryptamine receptor 2B","missing","F","F","F","F, F","F","F","F","F","F","F","F","F","F","F","F","F, G","F","F","F","B+F","F","F","F","F","F","F","F","F"
"127883at32523","4173","inositol 1,4,5-trisphosphate receptor-interacting protein","A+H","H","H","scaf","H+I","H+I, H+I","H+I","H","H","H","H","E+H+J","H","F","H+J+M","H","H","H","H+M","H+M","B+H","F, scaf, scaf","H","H+M","H+M","H+M","E+H","E+H","E+H"
"127900at32523","3031","Transmembrane 7 superfamily member 3","C","scaf","C","C","C","C","C","C","C","scaf","C","C","C","C","C","C","C","C","C","C","scaf","scaf","C","C+I","C+I","C+I","C","C","C"
